ticker,company,date,quarter,n_pairs,EEI_raw,EEI_weighted,evasion_concentration,fully_evasive_pct,red_flag_count,EEI_topic_margins,EEI_topic_guidance,EEI_topic_competition,EEI_topic_debt,EEI_topic_hiring,EEI_topic_product,tactic_topic_pivot,tactic_false_precision,tactic_time_deflection,tactic_legal_shield,tactic_verbosity_shield,tactic_question_reframing,tactic_competitive_shield,tactic_macro_deflection,EEI_topic_capex,EEI_topic_litigation,EEI_topic_buybacks,EEI_delta,EEI_trend,EEI_topic_margins_delta,EEI_topic_guidance_delta,EEI_topic_competition_delta,EEI_topic_debt_delta,EEI_topic_hiring_delta,EEI_topic_product_delta,EEI_topic_capex_delta,EEI_topic_litigation_delta,EEI_topic_buybacks_delta
AAPL,Apple Inc.,2021-01-25,Q4 2020,14,0.3263601871282083,0.32097820600724836,0.11227803557856492,0.0,0,0.2760284769895754,0.24603620913165963,0.461427698000588,0.31751412429378534,0.332463768115942,0.461427698000588,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,,,,,,,,,,,,,,
AAPL,Apple Inc.,2021-04-25,Q1 2021,8,0.26629083467441156,0.26507626147930063,0.15005631637621808,0.0,0,0.22507246376811593,0.3529294919033312,,0.4057753760690812,0.22507246376811593,0.22555555555555556,0.75,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.034054054054054046,0.22555555555555556,0.3517375168690958,-0.06006935245379674,-0.06006935245379676,-0.050956013221459456,0.1068932827716716,,0.08826125177529587,-0.1073913043478261,-0.23587214244503246,,,
AAPL,Apple Inc.,2021-07-25,Q2 2021,13,0.27508719400926257,0.26636931266937663,0.12546174369987,0.0,0,0.27393969117136346,0.2017784503631961,0.2620126639529624,0.3725423728813559,0.29860819590204896,0.2620126639529624,0.6153846153846154,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.4140257252326218,,0.2235920888055034,0.008796359334851012,-0.02563649655947291,0.04886722740324753,-0.15115104154013512,,-0.03323300318772532,0.07353573213393302,0.036457108397406846,0.3799716711785678,,-0.12814542806359241
AAPL,Apple Inc.,2021-10-25,Q3 2021,14,0.3504218082083499,0.3570556437168067,0.14868444840633943,0.0,0,0.4591237056965957,0.3919188547916603,0.35782608695652174,0.18,0.48692201518288475,0.3645746335871613,0.7857142857142857,0.07142857142857142,0.2857142857142857,0.0,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.2554901960784314,0.36478260869565216,0.1835,0.07533461419908732,0.008098122257527506,0.18518401452523225,0.19014040442846417,0.09581342300355933,-0.1925423728813559,0.1883138192808358,0.10256196963419889,-0.15853552915419045,,-0.04009208880550341
AAPL,Apple Inc.,2022-01-25,Q4 2021,10,0.22739999134762345,0.22671138305340333,0.15577803997550732,0.0,0,0.13838709677419353,0.1757988614800759,0.2982251082251082,0.35701653025196595,0.18,0.2538480200980201,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04153846153846155,0.16509384384384385,,-0.12302181686072644,-0.004133791578127738,-0.3207366089224022,-0.21611999331158438,-0.05960097873141351,0.17701653025196595,-0.30692201518288476,-0.1107266134891412,-0.21395173453996982,-0.1996887648518083,
AAPL,Apple Inc.,2022-04-25,Q1 2022,12,0.29189031465728704,0.27754045389947873,0.1428381344419904,0.0,0,,0.27061769392676666,0.37623376623376625,0.18,,0.4249025493665082,0.5833333333333334,0.08333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.06336842105263159,0.3772640589674342,,0.06449032330966359,-0.007261245491665332,,0.09481883244669076,0.07800865800865803,-0.17701653025196595,,0.17105452926848808,0.021829959514170036,0.21217021512359036,
AAPL,Apple Inc.,2022-07-25,Q2 2022,12,0.3617760725372647,0.3662010453910461,0.20618738972307799,0.0,0,0.3846843665002233,0.2753870048840273,0.3276117270075799,0.3725423728813559,0.3846843665002233,0.336904447429598,0.75,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.0,0.08333333333333333,0.587521002210759,,,0.06988575787997764,0.009855311629640767,,0.004769310957260631,-0.04862203922618635,0.1925423728813559,,-0.08799810193691016,0.5241525811581274,,
AAPL,Apple Inc.,2022-10-25,Q3 2022,11,0.2769060763081152,0.27446577088721724,0.08054741846982877,0.0,0,0.27389242575978023,0.2456468844482846,0.3330446112256117,0.18,,0.3330446112256117,0.45454545454545453,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,,,0.36978260869565216,-0.08486999622914948,0.021840401276145255,-0.11079194074044307,-0.029740120435742673,0.005432884218031786,-0.1925423728813559,,-0.003859836203986333,,,
AAPL,Apple Inc.,2023-01-25,Q4 2022,11,0.31913378322202063,0.3203102532335524,0.03654533964603879,0.0,0,0.27221118012422363,0.27221118012422363,0.32825950917710117,,,0.3360556212039898,0.9090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2888139171602169,0.04222770691390543,-0.0003139590534949501,-0.0016812456355566052,0.026564295675939015,-0.0047851020485105145,,,0.0030110099783781097,,,-0.08096869153543523
AAPL,Apple Inc.,2023-04-25,Q1 2023,10,0.3163844611581198,0.3208239663290093,0.16141005595116015,0.0,0,0.5457627118644068,0.26843020266904105,,0.3800293033224376,,,0.8,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.3431884057971014,,,-0.0027493220639008276,-0.009394712722352963,0.2735515317401832,-0.003780977455182577,,,,,,,
AAPL,Apple Inc.,2023-07-25,Q2 2023,13,0.31155296045709474,0.307326587135893,0.09230137017216405,0.0,0,0.2970531400966183,0.2930791815630646,0.18873809523809523,,0.39557971014492754,0.2722889548182105,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.0,0.0,0.23076923076923078,0.0,0.0,,0.30642668925277616,0.36978260869565216,-0.00483150070102506,0.010119133038303686,-0.24870957176778852,0.024648978894023565,,,,,,,
AAPL,Apple Inc.,2023-10-25,Q3 2023,14,0.319371579371262,0.3181942367292837,0.22305888930529505,0.07142857142857142,0,0.33346100759144237,0.23806020066889633,0.507094861660079,0.2396078431372549,0.33346100759144237,0.39806324110671937,0.7142857142857143,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2554901960784314,0.18,0.5615960451977401,0.007818618914167241,-0.00041181122533012944,0.03640786749482405,-0.05501898089416829,0.31835676642198374,,-0.06211870255348517,0.12577428628850884,,-0.12642668925277617,0.19181343650208793
AMZN,"Amazon.com, Inc.",2021-01-25,Q4 2020,8,0.32763127779797213,0.3203481728574567,0.12054736389395965,0.0,0,0.3433333333333333,0.4244142512077294,,0.3725423728813559,,0.3715131578947368,0.75,0.25,0.0,0.0,0.0,0.125,0.25,0.0,0.05708527131782946,0.3715131578947368,0.18666666666666665,,,,,,,,,,,
AMZN,"Amazon.com, Inc.",2021-04-25,Q1 2021,13,0.32591732524157124,0.32580829233444936,0.1588718605641442,0.0,0,0.46161047818336814,0.3302393693982334,0.3751116427432217,0.2776923076923077,0.4906521739130435,0.27755582137161083,0.7692307692307693,0.23076923076923078,0.15384615384615385,0.0,0.0,0.23076923076923078,0.0,0.0,0.2555473801560758,,0.18583333333333332,-0.0017139525564008884,-0.0017139525564009534,0.11827714485003482,-0.09417488180949601,,-0.0948500651890482,,-0.09395733652312599,0.19846210883824636,,-0.0008333333333333248
AMZN,"Amazon.com, Inc.",2021-07-25,Q2 2021,13,0.35784869982869894,0.36080463441467614,0.11762222328337829,0.0,0,0.3002702435387858,0.2760935465765324,0.3775727264307425,0.46851467240682554,0.22507246376811593,0.37903603853263784,0.8461538461538461,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,,,0.47498587570621464,0.03193137458712769,0.015108711015363438,-0.16134023464458236,-0.054145822821700995,0.0024610836875208486,0.19082236471451786,-0.26557971014492754,0.10148021716102701,,,0.28915254237288135
